id,split,group,case_type,language_style,difficulty,raw_text,normalized_text,amount,type,category,wallet,note,currency
VX-SU-000440,test,expense_basic,expense_basic,su,easy,poé ieu meuli pulsa saratus rébu,poé ieu meuli pulsa 100000,100000,expense,Tagihan & Utilitas,,pulsa,IDR
VX-SU-000441,train,expense_basic,expense_basic,su,easy,sim kuring karaoke 100rb,sim kuring karaoke 100000,100000,expense,Hiburan,,karaoke,IDR
VX-SU-000442,train,expense_basic,expense_basic,su,easy,kamari mayar Rp250.000 keur balanja bulanan,kamari mayar 250000 keur balanja bulanan,250000,expense,Belanja,,balanja bulanan,IDR
VX-SU-000443,train,expense_basic,expense_basic,su,easy,kamari mésér vitamin tujuh puluh lima rebu,kamari mésér vitamin 75000,75000,expense,Kesehatan,,vitamin,IDR
VX-SU-000444,train,expense_basic,expense_basic,su,easy,tadi mésér masker Rp20.000,tadi mésér masker 20000,20000,expense,Kesehatan,,masker,IDR
VX-SU-000445,train,expense_basic,expense_basic,su,easy,mayar bioskop lima puluh rébu,mayar bioskop 50000,50000,expense,Hiburan,,bioskop,IDR
VX-SU-000446,train,expense_basic,expense_basic,su,easy,peuting tadi bensin tujuh puluh lima rébu,peuting tadi bensin 75000,75000,expense,Transportasi,,bensin,IDR
VX-SU-000447,train,expense_basic,expense_basic,su,easy,peuting tadi mésér Rp250.000 keur tiket konser,peuting tadi mésér 250000 keur tiket konser,250000,expense,Hiburan,,tiket konser,IDR
VX-SU-000448,train,expense_basic,expense_basic,su,easy,tadi mésér tilu ratus rébu keur tiket konser,tadi mésér 300000 keur tiket konser,300000,expense,Hiburan,,tiket konser,IDR
VX-SU-000449,validation,expense_basic,expense_basic,su,easy,sim kuring mayar cai 50000,sim kuring mayar cai 50000,50000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000450,test,expense_basic,expense_basic,su,easy,abdi mésér alat tulis sakitar Rp25.000,abdi mésér alat tulis sakitar 25000,25000,expense,Belanja,,alat tulis,IDR
VX-SU-000451,train,expense_basic,expense_basic,su,easy,meuli 75000 keur skincare,meuli 75000 keur skincare,75000,expense,Belanja,,skincare,IDR
VX-SU-000452,train,expense_basic,expense_basic,su,easy,tadi mayar parkir motor 7rb,tadi mayar parkir motor 7000,7000,expense,Transportasi,,parkir motor,IDR
VX-SU-000453,train,expense_basic,expense_basic,su,easy,kamari mayar tujuh puluh lima rébu keur cai,kamari mayar 75000 keur cai,75000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000454,train,expense_basic,expense_basic,su,easy,abdi mésér sabun sakitar dua puluh rebu,abdi mésér sabun sakitar 20000,20000,expense,Belanja,,sabun,IDR
VX-SU-000455,train,expense_basic,expense_basic,su,easy,urang tiket konser lima ratus rébu,urang tiket konser 500000,500000,expense,Hiburan,,tiket konser,IDR
VX-SU-000456,train,expense_basic,expense_basic,su,easy,kuring mayar ojék online sakitar 12rb,kuring mayar ojék online sakitar 12000,12000,expense,Transportasi,,ojék online,IDR
VX-SU-000457,train,expense_basic,expense_basic,su,easy,urang mésér 12rb keur sangu goréng,urang mésér 12000 keur sangu goréng,12000,expense,Makan & Minum,,sangu goréng,IDR
VX-SU-000458,train,expense_basic,expense_basic,su,easy,minggu ieu meuli sampo sakitar tilu puluh rébu nya,minggu ieu meuli sampo sakitar 30000 nya,30000,expense,Belanja,,sampo,IDR
VX-SU-000459,validation,expense_basic,expense_basic,su,easy,poé ieu pulsa 25rb,poé ieu pulsa 25000,25000,expense,Tagihan & Utilitas,,pulsa,IDR
VX-SU-000460,test,expense_basic,expense_basic,su,easy,parkir motor 5rb,parkir motor 5000,5000,expense,Transportasi,,parkir motor,IDR
VX-SU-000461,train,expense_basic,expense_basic,su,easy,kuring meuli alat tulis sakitar 25000,kuring meuli alat tulis sakitar 25000,25000,expense,Belanja,,alat tulis,IDR
VX-SU-000462,train,expense_basic,expense_basic,su,easy,tadi mayar dokter sakitar Rp50.000,tadi mayar dokter sakitar 50000,50000,expense,Kesehatan,,dokter,IDR
VX-SU-000463,train,expense_basic,expense_basic,su,easy,poé ieu apoték Rp75.000,poé ieu apoték 75000,75000,expense,Kesehatan,,apoték,IDR
VX-SU-000464,train,expense_basic,expense_basic,su,easy,meuli masker Rp20.000,meuli masker 20000,20000,expense,Kesehatan,,masker,IDR
VX-SU-000465,train,expense_basic,expense_basic,su,easy,minggu ieu apoték 100rb,minggu ieu apoték 100000,100000,expense,Kesehatan,,apoték,IDR
VX-SU-000466,train,expense_basic,expense_basic,su,easy,wifi 150000,wifi 150000,150000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-000467,train,expense_basic,expense_basic,su,easy,sim kuring langganan aplikasi 100000,sim kuring langganan aplikasi 100000,100000,expense,Tagihan & Utilitas,,langganan aplikasi,IDR
VX-SU-000468,train,expense_basic,expense_basic,su,easy,ojék online 12000,ojék online 12000,12000,expense,Transportasi,,ojék online,IDR
VX-SU-000469,validation,expense_basic,expense_basic,su,easy,sim kuring mayar wifi sakitar dua ratus lima puluh rébu,sim kuring mayar wifi sakitar 250000,250000,expense,Tagihan & Utilitas,,wifi,IDR
VX-SU-000470,test,expense_basic,expense_basic,su,easy,kamari mésér roti 12rb,kamari mésér roti 12000,12000,expense,Makan & Minum,,roti,IDR
VX-SU-000471,train,expense_basic,expense_basic,su,easy,kamari mayar angkot Rp7.000,kamari mayar angkot 7000,7000,expense,Transportasi,,angkot,IDR
VX-SU-000472,train,expense_basic,expense_basic,su,easy,kuring mayar ojék online 18rb,kuring mayar ojék online 18000,18000,expense,Transportasi,,ojék online,IDR
VX-SU-000473,train,expense_basic,expense_basic,su,easy,tadi mayar 7rb keur angkot,tadi mayar 7000 keur angkot,7000,expense,Transportasi,,angkot,IDR
VX-SU-000474,train,expense_basic,expense_basic,su,easy,kuring meuli 35000 keur ubar batuk,kuring meuli 35000 keur ubar batuk,35000,expense,Kesehatan,,ubar batuk,IDR
VX-SU-000475,train,expense_basic,expense_basic,su,easy,abdi mésér 30rb keur vitamin,abdi mésér 30000 keur vitamin,30000,expense,Kesehatan,,vitamin,IDR
VX-SU-000476,train,expense_basic,expense_basic,su,easy,minggu ieu meuli 150rb keur kuota internét,minggu ieu meuli 150000 keur kuota internét,150000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-000477,train,expense_basic,expense_basic,su,easy,isuk tadi mayar listrik Rp200.000,isuk tadi mayar listrik 200000,200000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000478,train,expense_basic,expense_basic,su,easy,isuk tadi sampo Rp25.000,isuk tadi sampo 25000,25000,expense,Belanja,,sampo,IDR
VX-SU-000479,validation,expense_basic,expense_basic,su,easy,minggu ieu mayar karaoke sakitar 100rb,minggu ieu mayar karaoke sakitar 100000,100000,expense,Hiburan,,karaoke,IDR
VX-SU-000480,test,expense_basic,expense_basic,su,easy,kuring nonton bioskop sakitar 30rb,kuring nonton bioskop sakitar 30000,30000,expense,Hiburan,,bioskop,IDR
VX-SU-000481,train,expense_basic,expense_basic,su,easy,minggu ieu jajan seblak sakitar 18000,minggu ieu jajan seblak sakitar 18000,18000,expense,Makan & Minum,,seblak,IDR
VX-SU-000482,train,expense_basic,expense_basic,su,easy,minggu ieu mayar balanja bulanan sakitar 200000,minggu ieu mayar balanja bulanan sakitar 200000,200000,expense,Belanja,,balanja bulanan,IDR
VX-SU-000483,train,expense_basic,expense_basic,su,easy,isuk tadi mayar apoték 50rb,isuk tadi mayar apoték 50000,50000,expense,Kesehatan,,apoték,IDR
VX-SU-000484,train,expense_basic,expense_basic,su,easy,tadi meuli pulsa Rp100.000,tadi meuli pulsa 100000,100000,expense,Tagihan & Utilitas,,pulsa,IDR
VX-SU-000485,train,expense_basic,expense_basic,su,easy,urang mayar Rp50.000 keur langganan aplikasi,urang mayar 50000 keur langganan aplikasi,50000,expense,Tagihan & Utilitas,,langganan aplikasi,IDR
VX-SU-000486,train,expense_basic,expense_basic,su,easy,tadi sabun dua puluh lima rébu,tadi sabun 25000,25000,expense,Belanja,,sabun,IDR
VX-SU-000487,train,expense_basic,expense_basic,su,easy,minggu ieu baju 200rb,minggu ieu baju 200000,200000,expense,Belanja,,baju,IDR
VX-SU-000488,train,expense_basic,expense_basic,su,easy,sampo dua puluh lima rébu,sampo 25000,25000,expense,Belanja,,sampo,IDR
VX-SU-000489,validation,expense_basic,expense_basic,su,easy,peuting tadi mayar parkir motor sakitar sapuluh rébu,peuting tadi mayar parkir motor sakitar 10000,10000,expense,Transportasi,,parkir motor,IDR
VX-SU-000490,test,expense_basic,expense_basic,su,easy,tadi meuli saratus lima puluh rébu keur game,tadi meuli 150000 keur game,150000,expense,Hiburan,,game,IDR
VX-SU-000491,train,expense_basic,expense_basic,su,easy,tadi balanja bulanan 400000,tadi balanja bulanan 400000,400000,expense,Belanja,,balanja bulanan,IDR
VX-SU-000492,train,expense_basic,expense_basic,su,easy,poé ieu mayar cai lima puluh rébu,poé ieu mayar cai 50000,50000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000493,train,expense_basic,expense_basic,su,easy,mayar karaoke 75rb,mayar karaoke 75000,75000,expense,Hiburan,,karaoke,IDR
VX-SU-000494,train,expense_basic,expense_basic,su,easy,minggu ieu mayar 300000 keur balanja bulanan,minggu ieu mayar 300000 keur balanja bulanan,300000,expense,Belanja,,balanja bulanan,IDR
VX-SU-000495,train,expense_basic,expense_basic,su,easy,sim kuring meuli bensin sakitar saratus rébu,sim kuring meuli bensin sakitar 100000,100000,expense,Transportasi,,bensin,IDR
VX-SU-000496,train,expense_basic,expense_basic,su,easy,poé ieu apoték 50000,poé ieu apoték 50000,50000,expense,Kesehatan,,apoték,IDR
VX-SU-000497,train,expense_basic,expense_basic,su,easy,tadi bensin 75000,tadi bensin 75000,75000,expense,Transportasi,,bensin,IDR
VX-SU-000498,train,expense_basic,expense_basic,su,easy,kamari mayar dahar siang dua puluh lima rébu,kamari mayar dahar siang 25000,25000,expense,Makan & Minum,,dahar siang,IDR
VX-SU-000499,validation,expense_basic,expense_basic,su,easy,minggu ieu mésér pulsa dua puluh rebu,minggu ieu mésér pulsa 20000,20000,expense,Tagihan & Utilitas,,pulsa,IDR
VX-SU-000500,test,expense_basic,expense_basic,su,easy,kamari mayar tol sakitar 25000,kamari mayar tol sakitar 25000,25000,expense,Transportasi,,tol,IDR
VX-SU-000501,train,expense_basic,expense_basic,su,easy,sim kuring dokter 100rb,sim kuring dokter 100000,100000,expense,Kesehatan,,dokter,IDR
VX-SU-000502,train,expense_basic,expense_basic,su,easy,mésér 35rb keur sampo,mésér 35000 keur sampo,35000,expense,Belanja,,sampo,IDR
VX-SU-000503,train,expense_basic,expense_basic,su,easy,minggu ieu vitamin Rp100.000,minggu ieu vitamin 100000,100000,expense,Kesehatan,,vitamin,IDR
VX-SU-000504,train,expense_basic,expense_basic,su,easy,sim kuring game 50rb,sim kuring game 50000,50000,expense,Hiburan,,game,IDR
VX-SU-000505,train,expense_basic,expense_basic,su,easy,isuk tadi mésér ubar batuk sakitar 25rb,isuk tadi mésér ubar batuk sakitar 25000,25000,expense,Kesehatan,,ubar batuk,IDR
VX-SU-000506,train,expense_basic,expense_basic,su,easy,minggu ieu mayar listrik sakitar saratus lima puluh rebu,minggu ieu mayar listrik sakitar 150000,150000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000507,train,expense_basic,expense_basic,su,easy,isuk tadi mayar apoték sakitar 100000,isuk tadi mayar apoték sakitar 100000,100000,expense,Kesehatan,,apoték,IDR
VX-SU-000508,train,expense_basic,expense_basic,su,easy,mayar karaoke sakitar 75000,mayar karaoke sakitar 75000,75000,expense,Hiburan,,karaoke,IDR
VX-SU-000509,validation,expense_basic,expense_basic,su,easy,poé ieu mésér tiket konser sakitar 250rb,poé ieu mésér tiket konser sakitar 250000,250000,expense,Hiburan,,tiket konser,IDR
VX-SU-000510,test,expense_basic,expense_basic,su,easy,meuli Rp150.000 keur game,meuli 150000 keur game,150000,expense,Hiburan,,game,IDR
VX-SU-000511,train,expense_basic,expense_basic,su,easy,mayar angkot sakitar 10000,mayar angkot sakitar 10000,10000,expense,Transportasi,,angkot,IDR
VX-SU-000512,train,expense_basic,expense_basic,su,easy,kamari vitamin Rp30.000,kamari vitamin 30000,30000,expense,Kesehatan,,vitamin,IDR
VX-SU-000513,train,expense_basic,expense_basic,su,easy,sim kuring vitamin 30000,sim kuring vitamin 30000,30000,expense,Kesehatan,,vitamin,IDR
VX-SU-000514,train,expense_basic,expense_basic,su,easy,isuk tadi mésér baju 150000,isuk tadi mésér baju 150000,150000,expense,Belanja,,baju,IDR
VX-SU-000515,train,expense_basic,expense_basic,su,easy,isuk tadi mésér sapuluh rébu keur masker,isuk tadi mésér 10000 keur masker,10000,expense,Kesehatan,,masker,IDR
VX-SU-000516,train,expense_basic,expense_basic,su,easy,poé ieu mayar dua puluh rébu keur tol,poé ieu mayar 20000 keur tol,20000,expense,Transportasi,,tol,IDR
VX-SU-000517,train,expense_basic,expense_basic,su,easy,sim kuring listrik 50rb,sim kuring listrik 50000,50000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000518,train,expense_basic,expense_basic,su,easy,minggu ieu baju tujuh puluh lima rébu,minggu ieu baju 75000,75000,expense,Belanja,,baju,IDR
VX-SU-000519,validation,expense_basic,expense_basic,su,easy,poé ieu meuli 100rb keur bensin,poé ieu meuli 100000 keur bensin,100000,expense,Transportasi,,bensin,IDR
VX-SU-000520,test,expense_basic,expense_basic,su,easy,peuting tadi mayar cai 75000,peuting tadi mayar cai 75000,75000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000521,train,expense_basic,expense_basic,su,easy,meuli seblak sakitar 10rb,meuli seblak sakitar 10000,10000,expense,Makan & Minum,,seblak,IDR
VX-SU-000522,train,expense_basic,expense_basic,su,easy,kamari mésér sapatu sakitar Rp300.000,kamari mésér sapatu sakitar 300000,300000,expense,Belanja,,sapatu,IDR
VX-SU-000523,train,expense_basic,expense_basic,su,easy,kuring mayar parkir motor Rp7.000,kuring mayar parkir motor 7000,7000,expense,Transportasi,,parkir motor,IDR
VX-SU-000524,train,expense_basic,expense_basic,su,easy,isuk tadi karaoke saratus rébu,isuk tadi karaoke 100000,100000,expense,Hiburan,,karaoke,IDR
VX-SU-000525,train,expense_basic,expense_basic,su,easy,abdi meuli vitamin sakitar Rp75.000,abdi meuli vitamin sakitar 75000,75000,expense,Kesehatan,,vitamin,IDR
VX-SU-000526,train,expense_basic,expense_basic,su,easy,tadi mayar kuota internét sakitar 75rb,tadi mayar kuota internét sakitar 75000,75000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-000527,train,expense_basic,expense_basic,su,easy,kamari tol Rp20.000,kamari tol 20000,20000,expense,Transportasi,,tol,IDR
VX-SU-000528,train,expense_basic,expense_basic,su,easy,isuk tadi mayar cai sakitar 75000,isuk tadi mayar cai sakitar 75000,75000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000529,validation,expense_basic,expense_basic,su,easy,urang mésér sabun sakitar 20000,urang mésér sabun sakitar 20000,20000,expense,Belanja,,sabun,IDR
VX-SU-000530,test,expense_basic,expense_basic,su,easy,isuk tadi mayar 20000 keur tol,isuk tadi mayar 20000 keur tol,20000,expense,Transportasi,,tol,IDR
VX-SU-000531,train,expense_basic,expense_basic,su,easy,mésér dua puluh rébu keur sangu goréng,mésér 20000 keur sangu goréng,20000,expense,Makan & Minum,,sangu goréng,IDR
VX-SU-000532,train,expense_basic,expense_basic,su,easy,minggu ieu tiket konser 150rb,minggu ieu tiket konser 150000,150000,expense,Hiburan,,tiket konser,IDR
VX-SU-000533,train,expense_basic,expense_basic,su,easy,poé ieu karaoke tujuh puluh lima rébu,poé ieu karaoke 75000,75000,expense,Hiburan,,karaoke,IDR
VX-SU-000534,train,expense_basic,expense_basic,su,easy,kuring meuli sampo dua puluh lima rebu,kuring meuli sampo 25000,25000,expense,Belanja,,sampo,IDR
VX-SU-000535,train,expense_basic,expense_basic,su,easy,isuk tadi mésér dua puluh rebu keur alat tulis,isuk tadi mésér 20000 keur alat tulis,20000,expense,Belanja,,alat tulis,IDR
VX-SU-000536,train,expense_basic,expense_basic,su,easy,peuting tadi mésér tilu puluh lima rébu keur dahar siang,peuting tadi mésér 35000 keur dahar siang,35000,expense,Makan & Minum,,dahar siang,IDR
VX-SU-000537,train,expense_basic,expense_basic,su,easy,urang mayar apoték sakitar lima puluh rébu,urang mayar apoték sakitar 50000,50000,expense,Kesehatan,,apoték,IDR
VX-SU-000538,train,expense_basic,expense_basic,su,easy,isuk tadi mésér baju sakitar 100000,isuk tadi mésér baju sakitar 100000,100000,expense,Belanja,,baju,IDR
VX-SU-000539,validation,expense_basic,expense_basic,su,easy,meuli baju 150000,meuli baju 150000,150000,expense,Belanja,,baju,IDR
VX-SU-000540,test,expense_basic,expense_basic,su,easy,abdi ngeusian saratus rébu keur bensin,abdi ngeusian 100000 keur bensin,100000,expense,Transportasi,,bensin,IDR
VX-SU-000541,train,expense_basic,expense_basic,su,easy,sim kuring meuli sabun sakitar 12rb,sim kuring meuli sabun sakitar 12000,12000,expense,Belanja,,sabun,IDR
VX-SU-000542,train,expense_basic,expense_basic,su,easy,kamari jajan sangu goréng Rp15.000,kamari jajan sangu goréng 15000,15000,expense,Makan & Minum,,sangu goréng,IDR
VX-SU-000543,train,expense_basic,expense_basic,su,easy,minggu ieu ojék online dua puluh dua rebu,minggu ieu ojék online 22000,22000,expense,Transportasi,,ojék online,IDR
VX-SU-000544,train,expense_basic,expense_basic,su,easy,isuk tadi mayar 150rb keur listrik,isuk tadi mayar 150000 keur listrik,150000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000545,train,expense_basic,expense_basic,su,easy,abdi ngeusian bensin sakitar Rp50.000,abdi ngeusian bensin sakitar 50000,50000,expense,Transportasi,,bensin,IDR
VX-SU-000546,train,expense_basic,expense_basic,su,easy,sim kuring meuli masker 30000,sim kuring meuli masker 30000,30000,expense,Kesehatan,,masker,IDR
VX-SU-000547,train,expense_basic,expense_basic,su,easy,meuli dua belas rébu keur cilok,meuli 12000 keur cilok,12000,expense,Makan & Minum,,cilok,IDR
VX-SU-000548,train,expense_basic,expense_basic,su,easy,tadi parkir motor tujuh rebu,tadi parkir motor 7000,7000,expense,Transportasi,,parkir motor,IDR
VX-SU-000549,validation,expense_basic,expense_basic,su,easy,isuk tadi mésér sampo 18000,isuk tadi mésér sampo 18000,18000,expense,Belanja,,sampo,IDR
VX-SU-000550,test,expense_basic,expense_basic,su,easy,abdi meuli cilok sakitar 12000,abdi meuli cilok sakitar 12000,12000,expense,Makan & Minum,,cilok,IDR
VX-SU-000551,train,expense_basic,expense_basic,su,easy,tadi game lima puluh rébu,tadi game 50000,50000,expense,Hiburan,,game,IDR
VX-SU-000552,train,expense_basic,expense_basic,su,easy,urang meuli és téh 8000,urang meuli és téh 8000,8000,expense,Makan & Minum,,és téh,IDR
VX-SU-000553,train,expense_basic,expense_basic,su,easy,minggu ieu mayar 7rb keur parkir motor,minggu ieu mayar 7000 keur parkir motor,7000,expense,Transportasi,,parkir motor,IDR
VX-SU-000554,train,expense_basic,expense_basic,su,easy,isuk tadi mayar listrik sakitar 200rb,isuk tadi mayar listrik sakitar 200000,200000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000555,train,expense_basic,expense_basic,su,easy,urang mayar ojék online tilu puluh rébu,urang mayar ojék online 30000,30000,expense,Transportasi,,ojék online,IDR
VX-SU-000556,train,expense_basic,expense_basic,su,easy,urang meuli Rp18.000 keur seblak,urang meuli 18000 keur seblak,18000,expense,Makan & Minum,,seblak,IDR
VX-SU-000557,train,expense_basic,expense_basic,su,easy,kuring mayar Rp15.000 keur tol,kuring mayar 15000 keur tol,15000,expense,Transportasi,,tol,IDR
VX-SU-000558,train,expense_basic,expense_basic,su,easy,urang meuli kuota internét tujuh puluh lima rebu,urang meuli kuota internét 75000,75000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-000559,validation,expense_basic,expense_basic,su,easy,mayar lima puluh opat rebu keur netflix,mayar 54000 keur netflix,54000,expense,Hiburan,,netflix,IDR
VX-SU-000560,test,expense_basic,expense_basic,su,easy,poé ieu bioskop Rp50.000,poé ieu bioskop 50000,50000,expense,Hiburan,,bioskop,IDR
VX-SU-000561,train,expense_basic,expense_basic,su,easy,kuring mayar 50000 keur listrik,kuring mayar 50000 keur listrik,50000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000562,train,expense_basic,expense_basic,su,easy,poé ieu meuli ubar batuk Rp50.000,poé ieu meuli ubar batuk 50000,50000,expense,Kesehatan,,ubar batuk,IDR
VX-SU-000563,train,expense_basic,expense_basic,su,easy,tadi cai 100rb,tadi cai 100000,100000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000564,train,expense_basic,expense_basic,su,easy,kuring meuli baso sakitar 12rb,kuring meuli baso sakitar 12000,12000,expense,Makan & Minum,,baso,IDR
VX-SU-000565,train,expense_basic,expense_basic,su,easy,abdi meuli sabun Rp15.000,abdi meuli sabun 15000,15000,expense,Belanja,,sabun,IDR
VX-SU-000566,train,expense_basic,expense_basic,su,easy,isuk tadi jajan cilok sakitar 5rb,isuk tadi jajan cilok sakitar 5000,5000,expense,Makan & Minum,,cilok,IDR
VX-SU-000567,train,expense_basic,expense_basic,su,easy,kamari netflix Rp75.000,kamari netflix 75000,75000,expense,Hiburan,,netflix,IDR
VX-SU-000568,train,expense_basic,expense_basic,su,easy,urang top up Rp20.000 keur game,urang top up 20000 keur game,20000,expense,Hiburan,,game,IDR
VX-SU-000569,validation,expense_basic,expense_basic,su,easy,minggu ieu balanja balanja bulanan tilu ratus rebu,minggu ieu balanja balanja bulanan 300000,300000,expense,Belanja,,balanja bulanan,IDR
VX-SU-000570,test,expense_basic,expense_basic,su,easy,tadi mayar lima puluh rebu keur tol,tadi mayar 50000 keur tol,50000,expense,Transportasi,,tol,IDR
VX-SU-000571,train,expense_basic,expense_basic,su,easy,kamari langganan aplikasi Rp50.000,kamari langganan aplikasi 50000,50000,expense,Tagihan & Utilitas,,langganan aplikasi,IDR
VX-SU-000572,train,expense_basic,expense_basic,su,easy,urang mayar listrik sakitar 200rb,urang mayar listrik sakitar 200000,200000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000573,train,expense_basic,expense_basic,su,easy,urang karaoke tujuh puluh lima rebu,urang karaoke 75000,75000,expense,Hiburan,,karaoke,IDR
VX-SU-000574,train,expense_basic,expense_basic,su,easy,kamari mayar karaoke 150000,kamari mayar karaoke 150000,150000,expense,Hiburan,,karaoke,IDR
VX-SU-000575,train,expense_basic,expense_basic,su,easy,urang jajan cilok lima rébu,urang jajan cilok 5000,5000,expense,Makan & Minum,,cilok,IDR
VX-SU-000576,train,expense_basic,expense_basic,su,easy,abdi skincare Rp50.000,abdi skincare 50000,50000,expense,Belanja,,skincare,IDR
VX-SU-000577,train,expense_basic,expense_basic,su,easy,tadi mésér sapuluh rebu keur alat tulis,tadi mésér 10000 keur alat tulis,10000,expense,Belanja,,alat tulis,IDR
VX-SU-000578,train,expense_basic,expense_basic,su,easy,isuk tadi mésér sampo sakitar 30000,isuk tadi mésér sampo sakitar 30000,30000,expense,Belanja,,sampo,IDR
VX-SU-000579,validation,expense_basic,expense_basic,su,easy,kuring mayar listrik sakitar lima puluh rébu,kuring mayar listrik sakitar 50000,50000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000580,test,expense_basic,expense_basic,su,easy,kamari jajan seblak sakitar 15rb,kamari jajan seblak sakitar 15000,15000,expense,Makan & Minum,,seblak,IDR
VX-SU-000581,train,expense_basic,expense_basic,su,easy,sim kuring mayar tol sakitar 20rb,sim kuring mayar tol sakitar 20000,20000,expense,Transportasi,,tol,IDR
VX-SU-000582,train,expense_basic,expense_basic,su,easy,minggu ieu mésér masker 20rb,minggu ieu mésér masker 20000,20000,expense,Kesehatan,,masker,IDR
VX-SU-000583,train,expense_basic,expense_basic,su,easy,tadi mayar cai sakitar 100rb,tadi mayar cai sakitar 100000,100000,expense,Tagihan & Utilitas,,tagihan cai,IDR
VX-SU-000584,train,expense_basic,expense_basic,su,easy,mayar 5000 keur parkir motor,mayar 5000 keur parkir motor,5000,expense,Transportasi,,parkir motor,IDR
VX-SU-000585,train,expense_basic,expense_basic,su,easy,sim kuring listrik Rp200.000,sim kuring listrik 200000,200000,expense,Tagihan & Utilitas,,listrik,IDR
VX-SU-000586,train,expense_basic,expense_basic,su,easy,abdi mayar parkir motor sakitar lima rébu,abdi mayar parkir motor sakitar 5000,5000,expense,Transportasi,,parkir motor,IDR
VX-SU-000587,train,expense_basic,expense_basic,su,easy,peuting tadi mayar tol 15rb,peuting tadi mayar tol 15000,15000,expense,Transportasi,,tol,IDR
VX-SU-000588,train,expense_basic,expense_basic,su,easy,sim kuring meuli Rp12.000 keur sangu goréng,sim kuring meuli 12000 keur sangu goréng,12000,expense,Makan & Minum,,sangu goréng,IDR
VX-SU-000589,validation,expense_basic,expense_basic,su,easy,poé ieu ngeusian Rp75.000 keur bensin,poé ieu ngeusian 75000 keur bensin,75000,expense,Transportasi,,bensin,IDR
VX-SU-000590,test,expense_basic,expense_basic,su,easy,urang nonton bioskop sakitar 60rb,urang nonton bioskop sakitar 60000,60000,expense,Hiburan,,bioskop,IDR
VX-SU-000591,train,expense_basic,expense_basic,su,easy,isuk tadi mayar dua ratus rebu keur dokter,isuk tadi mayar 200000 keur dokter,200000,expense,Kesehatan,,dokter,IDR
VX-SU-000592,train,expense_basic,expense_basic,su,easy,kamari tiket konser 500rb,kamari tiket konser 500000,500000,expense,Hiburan,,tiket konser,IDR
VX-SU-000593,train,expense_basic,expense_basic,su,easy,kamari bioskop 60rb,kamari bioskop 60000,60000,expense,Hiburan,,bioskop,IDR
VX-SU-000594,train,expense_basic,expense_basic,su,easy,isuk tadi meuli 150000 keur kuota internét,isuk tadi meuli 150000 keur kuota internét,150000,expense,Tagihan & Utilitas,,kuota internét,IDR
VX-SU-000595,train,expense_basic,expense_basic,su,easy,kamari vitamin tujuh puluh lima rebu,kamari vitamin 75000,75000,expense,Kesehatan,,vitamin,IDR
VX-SU-000596,train,expense_basic,expense_basic,su,easy,abdi mayar saratus rébu keur dokter nya,abdi mayar 100000 keur dokter nya,100000,expense,Kesehatan,,dokter,IDR
VX-SU-000597,train,expense_basic,expense_basic,su,easy,urang meuli bensin dua puluh rébu,urang meuli bensin 20000,20000,expense,Transportasi,,bensin,IDR
VX-SU-000598,train,expense_basic,expense_basic,su,easy,tadi mayar parkir motor sakitar dua rébu,tadi mayar parkir motor sakitar 2000,2000,expense,Transportasi,,parkir motor,IDR
VX-SU-000599,validation,expense_basic,expense_basic,su,easy,sim kuring tiket konser Rp150.000,sim kuring tiket konser 150000,150000,expense,Hiburan,,tiket konser,IDR
VX-SU-000600,test,expense_basic,expense_basic,su,easy,poé ieu meuli 125000 keur skincare,poé ieu meuli 125000 keur skincare,125000,expense,Belanja,,skincare,IDR
VX-SU-000601,train,expense_basic,expense_basic,su,easy,tadi mayar parkir motor lima rébu,tadi mayar parkir motor 5000,5000,expense,Transportasi,,parkir motor,IDR
VX-SU-000602,train,expense_basic,expense_basic,su,easy,top up saratus rébu keur game,top up 100000 keur game,100000,expense,Hiburan,,game,IDR
VX-SU-000603,train,expense_basic,expense_basic,su,easy,mayar 75000 keur langganan aplikasi,mayar 75000 keur langganan aplikasi,75000,expense,Tagihan & Utilitas,,langganan aplikasi,IDR
VX-SU-000604,train,expense_basic,expense_basic,su,easy,tadi balanja bulanan 400rb,tadi balanja bulanan 400000,400000,expense,Belanja,,balanja bulanan,IDR
