id,split,group,difficulty,raw_text,normalized_text,expected_amount,predicted_amount,amount_correct,expected_type,predicted_type,type_correct,expected_category,predicted_category,category_correct,expected_wallet,predicted_wallet,wallet_correct,expected_note,predicted_note,note_correct,expected_currency,predicted_currency,currency_correct,exact_match,predicted_json
VX-SU-001330,test,expense_basic,easy,mayar parkir motor sakitar tilu rébu,mayar parkir motor sakitar 3000,3000,3000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,parkir motor,parkir,True,IDR,IDR,True,True,"{""amount"": 3000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""parkir"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001340,test,expense_basic,easy,kuring nonton Rp60.000 keur bioskop,kuring nonton 60000 keur bioskop,60000,60000,True,expense,,False,Hiburan,Hiburan,True,,,True,bioskop,bioskop,True,IDR,IDR,True,False,"{""amount"": 60000, ""type"": null, ""category"": ""Hiburan"", ""wallet"": null, ""note"": ""bioskop"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001350,test,expense_basic,easy,poé ieu mayar Rp25.000 keur tol,poé ieu mayar 25000 keur tol,25000,25000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,tol,tol,True,IDR,IDR,True,True,"{""amount"": 25000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""tol"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001360,test,expense_basic,easy,sim kuring hayam géprék dua puluh rébu,sim kuring hayam géprék 20000,20000,20000,True,expense,,False,Makan & Minum,Makan & Minum,True,,,True,hayam géprék,hayam,True,IDR,IDR,True,False,"{""amount"": 20000, ""type"": null, ""category"": ""Makan & Minum"", ""wallet"": null, ""note"": ""hayam"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001370,test,expense_basic,easy,sim kuring mayar 7rb keur parkir motor,sim kuring mayar 7000 keur parkir motor,7000,7000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,parkir motor,parkir,True,IDR,IDR,True,True,"{""amount"": 7000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""parkir"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001380,test,expense_basic,easy,isuk tadi mésér saratus rébu keur skincare,isuk tadi mésér 100000 keur skincare,100000,100000,True,expense,expense,True,Belanja,Belanja,True,,,True,skincare,skincare,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""expense"", ""category"": ""Belanja"", ""wallet"": null, ""note"": ""skincare"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001390,test,expense_basic,easy,peuting tadi mésér vitamin sakitar Rp30.000,peuting tadi mésér vitamin sakitar 30000,30000,30000,True,expense,expense,True,Kesehatan,Kesehatan,True,,,True,vitamin,vitamin,True,IDR,IDR,True,True,"{""amount"": 30000, ""type"": ""expense"", ""category"": ""Kesehatan"", ""wallet"": null, ""note"": ""vitamin"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001400,test,expense_basic,easy,urang mayar apoték saratus rébu,urang mayar apoték 100000,100000,100000,True,expense,expense,True,Kesehatan,Kesehatan,True,,,True,apoték,apoték,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""expense"", ""category"": ""Kesehatan"", ""wallet"": null, ""note"": ""apoték"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001410,test,expense_basic,easy,kamari mayar netflix sakitar genep puluh lima rebu,kamari mayar netflix sakitar 65000,65000,65000,True,expense,expense,True,Hiburan,Hiburan,True,,,True,netflix,netflix,True,IDR,IDR,True,True,"{""amount"": 65000, ""type"": ""expense"", ""category"": ""Hiburan"", ""wallet"": null, ""note"": ""netflix"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001420,test,expense_basic,easy,kuring mésér Rp250.000 keur sapatu,kuring mésér 250000 keur sapatu,250000,250000,True,expense,expense,True,Belanja,Belanja,True,,,True,sapatu,sapatu,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""expense"", ""category"": ""Belanja"", ""wallet"": null, ""note"": ""sapatu"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001430,test,expense_basic,easy,urang top up game sakitar saratus rebu,urang top up game sakitar 100000,100000,100000,True,expense,transfer,False,Hiburan,Transfer,False,,,True,game,top up,False,IDR,IDR,True,False,"{""amount"": 100000, ""type"": ""transfer"", ""category"": ""Transfer"", ""wallet"": null, ""note"": ""top up"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001440,test,expense_basic,easy,kuring meuli game Rp50.000,kuring meuli game 50000,50000,50000,True,expense,expense,True,Hiburan,Hiburan,True,,,True,game,game,True,IDR,IDR,True,True,"{""amount"": 50000, ""type"": ""expense"", ""category"": ""Hiburan"", ""wallet"": null, ""note"": ""game"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001450,test,expense_basic,easy,meuli bensin dua puluh rébu,meuli bensin 20000,20000,20000,True,expense,expense,True,Transportasi,Transportasi,True,,,True,bensin,bensin,True,IDR,IDR,True,True,"{""amount"": 20000, ""type"": ""expense"", ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""bensin"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001460,test,expense_basic,easy,isuk tadi balanja opat ratus rébu keur balanja bulanan,isuk tadi balanja 400000 keur balanja bulanan,400000,400000,True,expense,expense,True,Belanja,Belanja,True,,,True,balanja bulanan,balanja,True,IDR,IDR,True,True,"{""amount"": 400000, ""type"": ""expense"", ""category"": ""Belanja"", ""wallet"": null, ""note"": ""balanja"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001470,test,expense_basic,easy,peuting tadi meuli és téh sakitar 7rb,peuting tadi meuli és téh sakitar 7000,7000,7000,True,expense,expense,True,Makan & Minum,Makan & Minum,True,,,True,és téh,téh,True,IDR,IDR,True,True,"{""amount"": 7000, ""type"": ""expense"", ""category"": ""Makan & Minum"", ""wallet"": null, ""note"": ""téh"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001480,test,expense_basic,easy,tadi ojék online Rp12.000,tadi ojék online 12000,12000,12000,True,expense,,False,Transportasi,Transportasi,True,,,True,ojék online,ojék,True,IDR,IDR,True,False,"{""amount"": 12000, ""type"": null, ""category"": ""Transportasi"", ""wallet"": null, ""note"": ""ojék"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001490,test,expense_basic,easy,tadi jajan 12000 keur seblak,tadi jajan 12000 keur seblak,12000,12000,True,expense,expense,True,Makan & Minum,Makan & Minum,True,,,True,seblak,seblak,True,IDR,IDR,True,True,"{""amount"": 12000, ""type"": ""expense"", ""category"": ""Makan & Minum"", ""wallet"": null, ""note"": ""seblak"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001500,test,expense_basic,easy,peuting tadi mayar cai Rp100.000,peuting tadi mayar cai 100000,100000,100000,True,expense,expense,True,Tagihan & Utilitas,Tagihan & Utilitas,True,,,True,tagihan cai,cai,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""expense"", ""category"": ""Tagihan & Utilitas"", ""wallet"": null, ""note"": ""cai"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001510,test,income_basic,easy,peuting tadi aya duit asup 750rb tina ngadamel website,peuting tadi aya duit asup 750000 tina ngadamel website,750000,750000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001520,test,income_basic,easy,kamari ngadamel website asup 750000,kamari ngadamel website asup 750000,750000,750000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001530,test,income_basic,easy,peuting tadi dibayar desain logo 300000,peuting tadi dibayar desain logo 300000,300000,300000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001540,test,income_basic,easy,abdi aya duit asup 100rb tina desain logo,abdi aya duit asup 100000 tina desain logo,100000,100000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001550,test,income_basic,easy,minggu ieu gajih asup 3000rb,minggu ieu gajih asup 3000000,3000000,3000000,True,income,income,True,Gaji,Gaji,True,,,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 3000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001560,test,income_basic,easy,kamari dibayar 350000 tina ngalereskeun bug aplikasi,kamari dibayar 350000 tina ngalereskeun bug aplikasi,350000,350000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 350000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001570,test,income_basic,easy,kuring meunang duit bulanan 1000rb,kuring meunang duit bulanan 1000000,1000000,1000000,True,income,income,True,Gaji,Gaji,True,,,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001580,test,income_basic,easy,abdi proyék freelance asup tujuh ratus rébu,abdi proyék freelance asup 700000,700000,700000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 700000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001590,test,income_basic,easy,sim kuring desain logo asup Rp300.000,sim kuring desain logo asup 300000,300000,300000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001600,test,income_basic,easy,ngalereskeun bug aplikasi asup Rp200.000,ngalereskeun bug aplikasi asup 200000,200000,200000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 200000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001610,test,income_basic,easy,peuting tadi meunang duit tina proyék freelance 150000,peuting tadi meunang duit tina proyék freelance 150000,150000,150000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 150000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001620,test,income_basic,easy,tadi desain logo asup 100rb,tadi desain logo asup 100000,100000,100000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001630,test,income_basic,easy,kamari desain logo asup Rp300.000,kamari desain logo asup 300000,300000,300000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 300000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001640,test,income_basic,easy,urang nampi 250rb tina bonus damel,urang nampi 250000 tina bonus damel,250000,250000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001650,test,income_basic,easy,meunang bonus damel hiji juta,meunang bonus damel 1000000,1000000,1000000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001660,test,income_basic,easy,tadi proyék freelance asup saratus lima puluh rebu,tadi proyék freelance asup 150000,150000,150000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 150000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001670,test,income_basic,easy,kuring proyék freelance asup Rp1.500.000,kuring proyék freelance asup 1500000,1500000,1500000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001680,test,income_basic,easy,sim kuring aya duit asup Rp500.000 tina ngalereskeun bug aplikasi,sim kuring aya duit asup 500000 tina ngalereskeun bug aplikasi,500000,500000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001690,test,income_basic,easy,abdi aya duit asup lima ratus rébu tina bonus damel,abdi aya duit asup 500000 tina bonus damel,500000,500000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001700,test,income_basic,easy,abdi proyék freelance asup saratus lima puluh rebu,abdi proyék freelance asup 150000,150000,150000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 150000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001710,test,income_basic,easy,minggu ieu dibayar hiji juta lima ratus rébu tina proyék freelance,minggu ieu dibayar 1500000 tina proyék freelance,1500000,1500000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001720,test,income_basic,easy,poé ieu aya duit asup Rp500.000 tina bonus damel,poé ieu aya duit asup 500000 tina bonus damel,500000,500000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001730,test,income_basic,easy,tadi nampi bayaran 350rb tina ngalereskeun bug aplikasi,tadi nampi bayaran 350000 tina ngalereskeun bug aplikasi,350000,350000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 350000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001740,test,income_basic,easy,minggu ieu aya duit asup Rp100.000 tina ngalereskeun bug aplikasi,minggu ieu aya duit asup 100000 tina ngalereskeun bug aplikasi,100000,100000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 100000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001750,test,income_basic,easy,tadi aya duit asup Rp1.000.000 tina ngadamel website,tadi aya duit asup 1000000 tina ngadamel website,1000000,1000000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001760,test,income_basic,easy,tadi ngadamel website asup 1500000,tadi ngadamel website asup 1500000,1500000,1500000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001770,test,income_basic,easy,peuting tadi gajih asup tilu juta lima ratus rébu,peuting tadi gajih asup 3500000,3500000,3500000,True,income,income,True,Gaji,Gaji,True,,,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 3500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001780,test,income_basic,easy,isuk tadi nampi bayaran 500rb tina ngalereskeun bug aplikasi,isuk tadi nampi bayaran 500000 tina ngalereskeun bug aplikasi,500000,500000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001790,test,income_basic,easy,tadi meunang lima ratus rébu tina bonus damel,tadi meunang 500000 tina bonus damel,500000,500000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001800,test,income_basic,easy,urang nampi bayaran ngadamel website 750000,urang nampi bayaran ngadamel website 750000,750000,750000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001810,test,income_basic,easy,sim kuring aya duit asup Rp750.000 tina bonus damel,sim kuring aya duit asup 750000 tina bonus damel,750000,750000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001820,test,income_basic,easy,sim kuring dibayar 750rb tina ngadamel website,sim kuring dibayar 750000 tina ngadamel website,750000,750000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001830,test,income_basic,easy,urang meunang Rp750.000 tina bonus damel,urang meunang 750000 tina bonus damel,750000,750000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001840,test,income_basic,easy,poé ieu dibayar ngalereskeun bug aplikasi tilu ratus lima puluh rebu,poé ieu dibayar ngalereskeun bug aplikasi 350000,350000,350000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 350000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001850,test,income_basic,easy,sim kuring asup 750rb tina duit bulanan,sim kuring asup 750000 tina duit bulanan,750000,750000,True,income,income,True,Gaji,Gaji,True,,,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001860,test,income_basic,easy,abdi bonus damel asup 750rb,abdi bonus damel asup 750000,750000,750000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001870,test,income_basic,easy,poé ieu aya duit asup 200000 tina ngalereskeun bug aplikasi,poé ieu aya duit asup 200000 tina ngalereskeun bug aplikasi,200000,200000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 200000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001880,test,income_basic,easy,minggu ieu ngalereskeun bug aplikasi asup tilu ratus lima puluh rebu,minggu ieu ngalereskeun bug aplikasi asup 350000,350000,350000,True,income,income,True,Freelance,Freelance,True,,,True,fix bug aplikasi,bug aplikasi,True,IDR,IDR,True,True,"{""amount"": 350000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""bug aplikasi"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001890,test,income_basic,easy,abdi gajih asup 3500rb,abdi gajih asup 3500000,3500000,3500000,True,income,income,True,Gaji,Gaji,True,,,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 3500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001900,test,income_basic,easy,dibayar ngadamel website Rp1.500.000,dibayar ngadamel website 1500000,1500000,1500000,True,income,income,True,Freelance,Freelance,True,,,True,ngadamel website,website,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""website"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001910,test,income_basic,easy,poé ieu nampi bayaran proyék freelance tujuh ratus rébu,poé ieu nampi bayaran proyék freelance 700000,700000,700000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 700000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001920,test,income_basic,easy,isuk tadi aya duit asup dua ratus lima puluh rébu tina proyék freelance,isuk tadi aya duit asup 250000 tina proyék freelance,250000,250000,True,income,income,True,Freelance,Freelance,True,,,True,proyék freelance,freelance,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""freelance"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001930,test,income_basic,easy,abdi meunang bonus damel tujuh ratus lima puluh rébu,abdi meunang bonus damel 750000,750000,750000,True,income,income,True,Gaji,Gaji,True,,,True,bonus damel,bonus damel,True,IDR,IDR,True,True,"{""amount"": 750000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""bonus damel"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001940,test,income_basic,easy,abdi asup duit bulanan hiji juta lima ratus rébu,abdi asup duit bulanan 1500000,1500000,1500000,True,income,income,True,Gaji,Gaji,True,,,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001950,test,income_basic,easy,poé ieu desain logo asup Rp150.000,poé ieu desain logo asup 150000,150000,150000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 150000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001960,test,income_basic,easy,peuting tadi aya duit asup Rp250.000 tina desain logo,peuting tadi aya duit asup 250000 tina desain logo,250000,250000,True,income,income,True,Freelance,Freelance,True,,,True,desain logo,desain,True,IDR,IDR,True,True,"{""amount"": 250000, ""type"": ""income"", ""category"": ""Freelance"", ""wallet"": null, ""note"": ""desain"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001970,test,income_basic,easy,kuring asup 1500rb tina gajih,kuring asup 1500000 tina gajih,1500000,1500000,True,income,income,True,Gaji,Gaji,True,,,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 1500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001980,test,income_basic,easy,urang asup hiji juta tina duit bulanan,urang asup 1000000 tina duit bulanan,1000000,1000000,True,income,income,True,Gaji,Gaji,True,,,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-001990,test,income_basic,easy,isuk tadi meunang Rp500.000 tina duit bulanan,isuk tadi meunang 500000 tina duit bulanan,500000,500000,True,income,income,True,Gaji,Gaji,True,,,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 500000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002000,test,income_basic,easy,kuring nampi lima juta tina gajih,kuring nampi 5000000 tina gajih,5000000,5000000,True,income,income,True,Gaji,Gaji,True,,,True,gajih,gajih,True,IDR,IDR,True,True,"{""amount"": 5000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""gajih"", ""currency"": ""IDR"", ""confidence"": 0.7}"
VX-SU-002010,test,income_basic,easy,kamari aya duit asup Rp1.000.000 tina duit bulanan,kamari aya duit asup 1000000 tina duit bulanan,1000000,1000000,True,income,income,True,Gaji,Gaji,True,,,True,duit bulanan,duit bulanan,True,IDR,IDR,True,True,"{""amount"": 1000000, ""type"": ""income"", ""category"": ""Gaji"", ""wallet"": null, ""note"": ""duit bulanan"", ""currency"": ""IDR"", ""confidence"": 0.7}"
